"NMU","ANO","PIB","PIBpC","VABT","VAAGRO","VAAGRO_R","VAIND","VAIND_R","VASERV","VASERV_R","VAADESS","VAADESS_R","X","IDBEF1","IDBEF2","IDBEM","IDBFF1","IDBFF2","IDBFM","IDBMF1","IDBMF2","IDBMM","IRE_F1","IRE_F2","IRE_M","IRF_F1","IRF_F2","IRF_M","IRM_F1","IRM_F2","IRM_M","NSLPE_F1","NSLPE_F2","NSLPE_M","NSLPF_F1","NSLPF_F2","NSLPF_M","NSLPM_F1","NSLPM_F2","NSLPM_M","NSME_F1","NSME_F2","NSME_M","NSMF_F1","NSMF_F2","NSMF_M","NSMM_F1","NSMM_F2","NSMM_M","NSMPE_F1","NSMPE_F2","NSMPE_M","NSMPF_F1","NSMPF_F2","NSMPF_M","NSMPM_F1","NSMPM_F2","NSMPM_M","TAE_F1","TAE_F2","TAE_M","TAF_F1","TAF_F2","TAF_M","TAM_F1","TAM_F2","TAM_M","CENSO","MCEXT","CTRY","US","REM","RIT","RSIUP","RCC","RCO","RSE","RAP","RAECP","IDHME"
"Avelinópolis","2014",47852000,"19.133,13",45121000,20265000,0.449125684271182,5211000,0.115489461669732,9030000,0.200128543250371,10615000,0.235256310808714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.33333333333,NA,NA,NA,0,1290.87,0,0,1006.09,1267.43,1460.52,931.69,NA
"Campo Alegre de Goiás","2014",344199000,"50.879,36",328778000,206813000,0.629035397745591,20732000,0.0630577471728644,71760000,0.218262779139723,29473000,0.0896440759418209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6514,NA,NA,NA,0,1164.44,0,794.85,1475.38,1907.36,1481.64,1724.1,NA
"Anhanguera","2014",15162000,"13.871,53",14676000,2158000,0.147042790951213,1175000,0.0800626873807577,3739000,0.254769692014173,7604000,0.518124829653857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,NA,NA,NA,0,928.92,0,952,724,1468.76,1544.96,1174.63,NA
"Bom Jardim de Goiás","2014",134685000,"15.322,58",126288000,46233000,0.366091790193843,5368000,0.0425060179906246,45681000,0.361720828582288,29006000,0.229681363233245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8224,NA,NA,NA,0,995.5,0,1204.34,1068.62,1846.77,1392.61,1234.75,NA
"Água Limpa","2014",46816000,"23.326,14",44652000,21421000,0.479732150855505,1506000,0.0337274926095136,9761000,0.218601630386097,11964000,0.267938726148885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,NA,NA,NA,0,0,0,0,1155.34,1133.14,1387.63,1107.07,NA
"Vila Propício","2014",138474000,"25.085,91",132790000,74009000,0.557338655019203,13073000,0.0984486783643347,25488000,0.191942164319602,20220000,0.15227050229686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5368.33333333333,NA,NA,NA,2375.48,985.6,0,0,1306.95,1283.75,1172.09,1217.95,NA
"Cachoeira Dourada","2014",541805000,"64.508,28",501543000,51711000,0.103103821606522,349195000,0.696241399042555,58948000,0.117533292260085,41689000,0.0831214870908377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8096.66666666667,NA,NA,NA,0,2746.88,10164.05,1376.59,1157.47,1626.03,1996.43,1564.85,NA
"Aporé","2014",181956000,"45.005,11",169789000,75666000,0.445647244521141,38410000,0.226221957841792,31780000,0.187173491804534,23934000,0.140963195495586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3977,NA,NA,NA,0,2002.57,8569.82,0,1115.98,1645.84,2141.56,1397.46,NA
"Vila Boa","2014",90478000,"16.845,67",85112000,30079000,0.353404925274932,11776000,0.138358868314691,23151000,0.272006297584359,20105000,0.236218159601466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4561.66666666667,NA,NA,NA,0,2569.49,0,0,1112.53,935.29,1391.82,1185.77,NA
"Faina","2014",95068000,"13.515,49",90766000,40892000,0.450521120243263,3399000,0.0374479430623802,21473000,0.2365753696318,25002000,0.275455567062556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7012,NA,NA,NA,1000,855.11,0,267.52,1079.41,1046.16,1170.18,1137.34,NA
"Goianira","2014",646378000,"16.742,52",580355000,13463000,0.0231978702690595,204056000,0.351605482851014,234463000,0.40399927630502,128373000,0.221197370574907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46678.6666666667,"Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Outro calçado com sola exterior e parte superior de borracha ou plástico Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas","Suíça Emirados Árabes Unidos Filipinas Alemanha Macedônia Antilhas Holandesas Espanha Suécia Reino Unido Hong Kong Suíça Países Baixos (Holanda) Irã Egito Hong Kong Itália Rússia Hong Kong Países Baixos (Holanda) Antilhas Holandesas Bélgica Suécia Reino Unido Egito Antilhas Holandesas Albânia Montenegro Tailândia Argélia Antilhas Holandesas França Itália Antilhas Holandesas Jordânia Libéria Gabão",50650326,2735.2,1786.7,4619.4,1590.36,1137.41,1254.54,1221.26,1295.23,NA
"Diorama","2014",43189000,"16.970,33",41471000,19599000,0.472595307564322,1644000,0.0396421595813942,7895000,0.190373996286562,12333000,0.297388536567722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,NA,0,956.73,0,0,919.35,1395.25,1080.71,1159.32,NA
"Bonópolis","2014",72912000,"18.618,96",69522000,40793000,0.586763902074164,2620000,0.0376859123730618,11712000,0.168464658669198,14398000,0.207099910819597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3435,NA,NA,NA,0,1031.85,0,0,977.97,1311.4,1187.38,1480.7,NA
"Corumbaíba","2014",441142000,"49.317,11",383805000,78794000,0.205296960696187,108088000,0.281622177928896,160532000,0.418264483266242,36390000,0.094813772618908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8508.66666666667,NA,NA,NA,844.15,1719.49,3474.79,1269.81,1026.25,2043.37,1431.85,1251.89,NA
"Aurilândia","2014",53991000,"15.196,01",51130000,18787000,0.367435947584588,4110000,0.0803833365929982,13732000,0.268570310972032,14500000,0.283590846860943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3528,NA,NA,NA,0,828.25,0,0,1063.95,1222.73,1567.1,1224.89,NA
"Água Fria de Goiás","2014",163351000,"29.967,12",156721000,100602000,0.641917802974713,10630000,0.0678275406614302,24643000,0.157241212090275,20846000,0.133013444273582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5044.66666666667,NA,NA,NA,0,1048.8,0,0,1334.63,1691.7,1456.63,1547.43,NA
"Alvorada do Norte","2014",104709000,"12.320,18",96871000,12928000,0.133455833015041,7398000,0.0763696049385265,47362000,0.488918252108474,29184000,0.301266632944844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8204.66666666667,NA,NA,NA,1254,849.17,2618.92,2451.39,955.4,1766.68,1276.87,1048.26,NA
"Goiás","2014",424421000,"17.242,37",391537000,80134000,0.204665204054789,34627000,0.0884386405371651,189242000,0.483331077267283,87534000,0.223565078140763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24508.3333333333,"Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas","Hong Kong Hong Kong",404360,2214.02,1221.63,7375.12,1251.25,1332.5,1542.38,1680.58,1299.95,NA
"Formoso","2014",56271000,"11.772,28",53468000,15203000,0.284338295803097,3748000,0.0700980025435775,15799000,0.295485149996259,18719000,0.350097254432558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4808.66666666667,NA,NA,NA,0,901.05,0,1020.38,942.19,1608.2,1546.78,1090.8,NA
"Cezarina","2014",273022000,"33.627,52",230055000,18222000,0.0792071461172328,130891000,0.568955249831562,49993000,0.217308904392428,30949000,0.134528699658777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7726.66666666667,NA,NA,NA,2498.43,2400.57,1565.26,1803.72,1087.15,1321.66,1653.66,1351.74,NA
"Buritinópolis","2014",26101000,"7.685,71",25239000,3998000,0.158405642061888,2312000,0.0916042632433932,5268000,0.208724592891953,13660000,0.54122588058164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262.33333333333,NA,NA,NA,0,1086,0,1087.08,829.76,1687.27,848.02,1284.9,NA
"Caçu","2014",488617000,"33.460,05",455818000,76876000,0.168655033368581,205410000,0.450640387172073,117592000,0.25798015874757,55940000,0.122724420711775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13446.6666666667,NA,NA,NA,1200,2508.7,4218.13,1381.23,1115.58,1697.36,2107.25,1462.79,NA
"Águas Lindas de Goiás","2014",1430318000,"7.836,24",1332471000,2942000,0.0022079279774194,150214000,0.112733410333133,644472000,0.483666811510344,534843000,0.401391850179103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181475.666666667,"Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições Ceras vegetais (exceto triglicéridos), ceras de abelha ou de outros insectos e espermacete, mesmo refinados ou corados","Vietnã Vietnã",13926,1410.13,1257.43,0,1235.48,1103.99,1184.52,1866.14,992.71,NA
"Doverlândia","2014",182040000,"23.072,29",172151000,86079000,0.500020330988493,11117000,0.0645770283065448,46901000,0.272441054655506,28054000,0.162961586049457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7580,NA,NA,NA,0,1791.59,0,1086,1158.16,1742.53,1290.13,1386.22,NA
"Campos Verdes","2014",48738000,"11.844,00",44709000,7953000,0.177883647587734,2254000,0.0504149052763426,15445000,0.345456172135364,19056000,0.426222908139301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4681.66666666667,"Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de tran","Índia",160607,1103.44,782.13,0,0,946.21,1763.39,890.51,1273.29,NA
"Gameleira de Goiás","2014",96604000,"26.797,26",92522000,51909000,0.561044940662761,5358000,0.0579105510040855,18521000,0.200179416787359,16735000,0.180875899785997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335.33333333333,NA,NA,NA,0,1219.51,0,0,931.99,1216.95,1824.6,1303.8,NA
"Colinas do Sul","2014",41848000,"11.745,10",37838000,7013000,0.185342777102384,1535000,0.0405676832813574,12090000,0.319520059199746,17201000,0.454595908874676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3692,NA,NA,NA,0,0,7060.36,0,893.77,1428.13,1504.37,986.4,NA
"Campos Belos","2014",236822000,"12.199,79",216079000,12833000,0.0593903155790243,16076000,0.0743987152846875,121624000,0.562868210237922,65546000,0.303342758898366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18309.3333333333,NA,NA,NA,816.08,1002.77,5762.89,1105.58,1043.53,1454.42,1705.44,1058.03,NA
"Goianápolis","2014",153336000,"13.923,20",140083000,19414000,0.138589264935788,23108000,0.164959345530864,59255000,0.42299922188988,38305000,0.27344502901851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11785.6666666667,NA,NA,NA,2037.05,1061.8,5457.19,1185.7,1083.29,1733.38,1803.71,1302.84,NA
"Edéia","2014",486110000,"40.671,87",450703000,131358000,0.291451354883371,124226000,0.275627186861414,147821000,0.327978735442187,47299000,0.10494494156906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11426.3333333333,"Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido","Argélia Marrocos Nigéria Iêmen Malásia Estados Unidos China Canadá Indonésia Egito Emirados Árabes Unidos Venezuela Bangladesh Índia Líbano",31607049,0,2474.87,9601.8,1102.29,1072.65,1802.17,1782.47,1453.74,NA
"Anicuns","2014",366333000,"17.168,11",342727000,60186000,0.175609158309675,85533000,0.249565981086988,118744000,0.346468180213406,78263000,0.228353762615726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19660.3333333333,NA,NA,NA,1499.01,1753.86,7358.97,1088.33,1089.86,1842,1459.3,1087.16,NA
"Divinópolis de Goiás","2014",54712000,"10.872,85",50985000,11467000,0.224909287045209,4977000,0.0976169461606355,15653000,0.307011866235167,18887000,0.370442286947141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4793.66666666667,NA,NA,NA,1811.58,724,0,0,1006.31,1991.08,1255.27,878.43,NA
"Cachoeira Alta","2014",241872000,"21.001,34",218657000,50834000,0.232482838418162,41028000,0.187636343679827,83714000,0.382855339641539,43081000,0.197025478260472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10873,"Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas","Emirados Árabes Unidos Sérvia Líbia Moldávia Geórgia Hong Kong Hong Kong Hong Kong Egito Angola Palestina Turcomenistão Costa do Marfim Angola Tailândia Turquia",17515189,1623.93,1552.72,8262.98,0,1048.28,1983.01,1948.23,1505.49,NA
"Valparaíso de Goiás","2014",1981670000,"13.210,69",1803699000,556000,0.000308255423992584,235413000,0.130516788000659,1076284000,0.596709317907256,491447000,0.272466193084323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154941.666666667,NA,NA,NA,1442.73,1191.38,1250.5,1219.65,1290.26,1459.56,1504.3,731.6,NA
